,Training Loss,Test mse loss,Test_rel_l2_loss
0,0.08510838480599944,0.3901448764664792,1.0337412252138904
1,0.06793312949227823,0.3604993870916983,0.9551915213553952
2,0.05533272471455161,0.3343151115002427,0.8858127680666142
3,0.046498004092065934,0.3116883600489264,0.8258601525671169
4,0.04074688034916304,0.29267687295781486,0.7754866653213032
5,0.037505883197846944,0.27726592201769074,0.7346532819616636
6,0.03626395395422662,0.26532490725662955,0.7030139603301845
7,0.03650115318818179,0.2565676132175241,0.6798103341502545
8,0.03763274143978277,0.2505744226615325,0.663930571216027
9,0.03903163061410453,0.24686852948196517,0.6541113097389722
10,0.04014538361389075,0.24501455953002904,0.6491989674650401
11,0.04062648989817319,0.24467947737544316,0.6483111223133465
12,0.04038055382938308,0.24563634040603113,0.6508464593670088
13,0.03951834639934759,0.24773153874503512,0.6563979686361922
14,0.038262205943234484,0.25084123957160726,0.6646375384381179
15,0.0368581701066104,0.2548325962898532,0.6752131738829671
16,0.035517539431674,0.25953613178085233,0.6876758225926964
17,0.034388630591372975,0.26473154791439213,0.7014417750973757
18,0.03355021379911193,0.2701475913038154,0.7157923091346335
19,0.03301763773041342,0.27547572913175367,0.729909925585851
20,0.03275502140525432,0.28039614131611246,0.7429472182092578
21,0.03269065194685081,0.28461019702037743,0.7541129245137997
22,0.032734237275136906,0.28787156592458635,0.7627543592481122
23,0.03279453698077359,0.2900108307712452,0.7684226286450374
24,0.03279519541571663,0.2909495843301902,0.7709099822224745
25,0.032686249751261665,0.2907019662524928,0.7702538848841157
26,0.0324491431713556,0.28936459657114993,0.7667103443781466
27,0.0320948453759797,0.2870989924181633,0.7607073220286802
28,0.03165647510246925,0.2841104136285421,0.7527886813236889
29,0.03117890080526206,0.28062647668302004,0.7435575226852611
30,0.030708115836947963,0.27687774305736274,0.7336247496951729
31,0.030282200557572886,0.27308171518259405,0.7235666642430456
32,0.02992532674831261,0.26943068037804707,0.7138927573950719
33,0.029645145737024804,0.26608351551128545,0.7050239947402934
34,0.02943352533751308,0.26316134227101984,0.6972813044529356
35,0.029270240397650554,0.2607466912725851,0.6908833624776543
36,0.029128763546113712,0.2588859918907813,0.6859531896758956
37,0.028982723017396444,0.25759325676411765,0.6825279144145165
38,0.028811664689457395,0.25685419738693155,0.6805696773796037
39,0.02860479475688125,0.2566300218500382,0.67997569420015
40,0.02836193419187283,0.2568605916977967,0.6805866199646455
41,0.02809179491461065,0.2574671232324291,0.6821937066895065
42,0.027808439578685718,0.258354955560223,0.684546137629086
43,0.027526995242965525,0.2594170678369263,0.6873603466895203
44,0.02725994154059296,0.2605388965349222,0.6903327824248027
45,0.027014577527793904,0.26160466472026056,0.6931566783059533
46,0.02679218699689323,0.2625049868241297,0.6955422025839348
47,0.02658877565325234,0.26314494772435437,0.6972378649006589
48,0.026396790770581758,0.2634515331229849,0.6980502040719009
49,0.026207580889470145,0.26337922325117236,0.6978586093592913
50,0.02601361005798908,0.2629129037693418,0.6966230332911022
51,0.025810107805419785,0.26206769823937714,0.6943835477748076
52,0.025595793324683303,0.26088573742703675,0.6912517839301311
53,0.025372597024039018,0.2594304327322849,0.6873957587739437
54,0.02514465016601262,0.25777921906216206,0.6830206464877021
55,0.02491683804004551,0.2560158096726386,0.6783482565811895
56,0.024693453119116516,0.2542228294085011,0.6735975146726432
57,0.024477125770347097,0.25247564318495624,0.6689681102222704
58,0.024268439840487075,0.25083769733057326,0.6646281527949702
59,0.024066102521885544,0.24935752821766316,0.6607062460249477
60,0.023867554220736935,0.2480672687500846,0.6572875303546598
61,0.02366990628612542,0.24698243014427088,0.6544131048343504
62,0.023470765220967343,0.24610267121601104,0.6520820654506503
63,0.023268823856486858,0.24541328529252868,0.6502554448997405
64,0.023064057077321287,0.24488729228699913,0.6488617558196359
65,0.022857473727189142,0.2444880320553193,0.647803862237093
66,0.022650720810118097,0.24417215765697933,0.6469669106141187
67,0.022445447470911484,0.2438930107593009,0.6462272734346323
68,0.022242873044157268,0.24360417611711363,0.6454619672755382
69,0.02204347347422897,0.24326296635644937,0.6445578862089388
70,0.02184701117513319,0.24283359916972455,0.643420220207295
71,0.021652700022018776,0.24228974995715516,0.641979218709531
72,0.02145954499149581,0.24161619841937995,0.64019455348924
73,0.021266677318877197,0.24080945661105785,0.6380569827670013
74,0.021073568381951607,0.23987726729787506,0.6355870220399286
75,0.020880194670952232,0.23883712840470414,0.6328310344089811
76,0.020686880685389042,0.23771400781062152,0.6298551756215861
77,0.020494205487011863,0.23653757230782202,0.6267380518262834
78,0.020302737513099505,0.23533924554537597,0.6235629241997541
79,0.020112895102869503,0.23414936496068314,0.6204101758550395
80,0.019924819430801915,0.23299473128628082,0.6173508189308625
81,0.019738376712897562,0.23189668701372454,0.6144414032237234
82,0.019553289643763558,0.23086982310127846,0.6117205894363068
83,0.019369198879815006,0.2299213581265108,0.6092075041589382
84,0.019185842585912383,0.22905114934095785,0.6069017691603994
85,0.01900307891947149,0.2282522828273292,0.6047850650886701
86,0.018820977318089405,0.22751216566326748,0.6028240253054276
87,0.018639703612791422,0.2268140013420729,0.6009741452113231
88,0.01845949336197439,0.22613854489973392,0.5991844326906661
89,0.018280529198420915,0.225465963160183,0.5974023370809611
90,0.01810292197608398,0.22477769550206733,0.5955786795242617
91,0.01792666457214786,0.22405808703633043,0.593671980290422
92,0.01775167046872994,0.22329569100675836,0.5916519096621828
93,0.017577827066743483,0.2224840862821507,0.5895014539904231
94,0.01740501208619437,0.22162213475377981,0.587217597703284
95,0.017233176009199484,0.2207136915554212,0.584810555495236
96,0.017062332539353506,0.2197668075162268,0.5823016591189014
97,0.016892541552133475,0.21879257475780892,0.5797202986395538
98,0.01672390407793345,0.21780374706536834,0.5771002669232158
99,0.01655649605219467,0.2168133107401406,0.5744759729183573
100,0.016390368904954045,0.2158331745539055,0.5718789705145024
101,0.016225531166927695,0.21487307913473547,0.5693350688133598
102,0.016061964640371677,0.2139398426004788,0.5668623333334677
103,0.015899628828652583,0.21303694185538666,0.5644699765993962
104,0.01573848767894881,0.21216447289528323,0.5621582529649685
105,0.015578539240863366,0.21131943774373527,0.5599192188891615
106,0.015419798154404914,0.2104963144627409,0.557738243255946
107,0.015262295223994964,0.2096878163137135,0.5555960188732287
108,0.015106080658879906,0.20888578418798748,0.5534709270872801
109,0.014951187119884895,0.20808208801804703,0.5513414261927955
110,0.0147976337763309,0.2072694675518919,0.5491882791774475
111,0.014645424837000973,0.20644222657503536,0.546996393156265
112,0.014494551721684545,0.2055967130532237,0.5447560915742252
113,0.014345007666079804,0.2047315589477695,0.5424637496291739
114,0.01419678234913934,0.20384763993418656,0.5401216875409394
115,0.014049892012057067,0.20294781772737105,0.5377374878073103
116,0.013904350656355695,0.20203646922997373,0.5353227476194372
117,0.013760177086486395,0.2011188893169613,0.5328914964593553
118,0.013617398256071719,0.20020065123510236,0.5304585013925588
119,0.013476026560335292,0.19928695378197778,0.5280375373311507
120,0.01333607225086908,0.19838210351117813,0.525640015067003
121,0.013197545197911645,0.19748910071568893,0.5232738842791553
122,0.013060441272176926,0.1966094214975544,0.5209430560981327
123,0.012924768116127135,0.19574298234370507,0.5186473092448469
124,0.012790529669818085,0.19488829286223988,0.5163826947258782
125,0.012657739675663797,0.19404273939071573,0.5141422872917122
126,0.012526409746858251,0.19320299713446035,0.511917277452528
127,0.012396551077355192,0.1923654862840179,0.5096981800226
128,0.012268177750085704,0.19152683316589977,0.5074760560011218
129,0.012141290239640105,0.1906842763475888,0.5052435886019299
130,0.012015901895862978,0.18983596213956613,0.5029958662257962
131,0.01189200936097427,0.18898111881086188,0.5007308440679142
132,0.011769615630321289,0.18812008666636673,0.4984494238117765
133,0.01164873310591924,0.18725419535161444,0.4961551285317229
134,0.01152936095439316,0.1863855380406072,0.49385350437327075
135,0.011411510913729423,0.18551666026944846,0.49155129607605114
136,0.011295187968718636,0.1846502213261648,0.48925554978068747
137,0.011180398400620666,0.1837886549712752,0.48697271406239456
138,0.011067148187386735,0.1829338982693446,0.4847079214337789
139,0.010955436773627588,0.18208719812498816,0.4824644757360087
140,0.010845269651245314,0.18124902311605237,0.4802436185289925
141,0.010736645857619461,0.18041907183229344,0.47804455118582717
142,0.010629568893307833,0.1795964019524859,0.4758647768999231
143,0.010524043556472629,0.17877961290569402,0.47370058467056664
144,0.010420068308324192,0.17796708527080188,0.47154768362411237
145,0.010317644514261426,0.17715724554990217,0.46940190456661984
146,0.010216773364107253,0.1763487758092697,0.4672597554557585
147,0.010117455880529248,0.1755408032160967,0.46511892360383056
148,0.010019686961264762,0.17473299514163323,0.4629785276663096
149,0.00992347037542007,0.17392558451082116,0.46083918480909775
150,0.009828797873824555,0.17311930118275398,0.458702828891843
151,0.009735670064260116,0.172315239376764,0.45657235919556044
152,0.009644081573974889,0.1715146958360041,0.4544512116153143
153,0.009554038673886812,0.1707189793738286,0.4523428540277894
154,0.009465524219980865,0.16992922705338773,0.4502502992344467
155,0.009378545821563885,0.16914628810512686,0.44817579738535634
156,0.009293089312802982,0.1683706260051696,0.4461205765227269
157,0.00920915500376739,0.16760230350668479,0.4440848029195041
158,0.009126734583520025,0.16684103315987456,0.44206771493885955
159,0.009045816988526634,0.16608624264236432,0.44006779613583025
160,0.008966403990516616,0.16533722478991986,0.43808317278384434
161,0.008888480420514933,0.16459325803273217,0.436111932986826
162,0.00881204112027078,0.16385372545906768,0.43415244215431925
163,0.008737079590776846,0.16311822130385725,0.43220362515730165
164,0.008663581093124373,0.16238660982201933,0.43026512232095687
165,0.00859153663933498,0.16165903373391405,0.4283373118020384
166,0.008520936001068997,0.16093588843466336,0.42642124125300135
