,Training Loss,Test mse loss,Test_rel_l2_loss
0,658.0233645375265,0.4861165756184182,1.00575844543124
1,657.7371712943168,0.485431043108567,1.0043401023731349
2,657.4514315492124,0.48475448018926004,1.0029404289273316
3,657.1664384193864,0.48408680852936253,1.0015589109107168
4,656.8818003812667,0.48342795018547985,1.000195751232141
5,656.5977127410624,0.4827777671067755,0.9988506760378753
6,656.3140774543026,0.4821359404313702,0.9975226981924974
7,656.0305034427765,0.4815022731219264,0.9962116663887208
8,655.7474791319692,0.48087614621229785,0.9949162409635051
9,655.4646135494695,0.48025724413461723,0.9936357989827231
10,655.1818089890876,0.4796449507810109,0.9923690068319502
11,654.8990654508234,0.4790387722217322,0.991114771854118
12,654.616090132218,0.47843791476798475,0.9898716485045931
13,654.3331759622231,0.47784176732148653,0.9886381949895764
14,654.0497375892337,0.4772497203498479,0.9874133285670759
15,653.7661655433621,0.47666098554464237,0.9861952589393785
16,653.482069886526,0.4760748366283299,0.984982555194222
17,653.1973535052421,0.4754907892439709,0.9837741446688459
18,652.9121143193661,0.4749080002562569,0.982568366508886
19,652.6261578073936,0.47432598834417944,0.9813641543953509
20,652.3390947579501,0.4737442134433895,0.9801605626401828
21,652.051510399182,0.4731622565829032,0.9789565299254261
22,651.7625286267719,0.4725796399755685,0.9777511154206342
23,651.4724425106581,0.47199600663821184,0.9765436162308703
24,651.181252831142,0.47141117980075553,0.9753335666788454
25,650.8888630491128,0.47082474419937625,0.974120266957371
26,650.59488481464,0.4702366438168686,0.9729034893716779
27,650.2995138056904,0.46964670347492954,0.9716828893323315
28,650.0023619912245,0.46905474845953,0.9704582406013744
29,649.7038195738569,0.468460664111537,0.9692290828463828
30,649.4034015014911,0.46786439564172605,0.9679954261105232
31,649.1010119342861,0.4672658289230943,0.9667569288467917
32,648.7969437963475,0.46666490962775425,0.9655137189987641
33,648.4907126014732,0.46606152417117147,0.9642653389563269
34,648.1825141721092,0.4654554999071554,0.9630114493578645
35,647.8719615756745,0.4648467833937274,0.9617520625371903
36,647.5589594840167,0.4642352620577488,0.9604868403990885
37,647.2439949751279,0.46362076439322847,0.9592154458383144
38,646.926293329394,0.46300311940110533,0.9579375427520631
39,646.6060506229442,0.46238221579430394,0.9566529126500569
40,646.2833657788578,0.4617577651711163,0.9553609882016332
41,645.9578528724121,0.4611297755690203,0.9540616695067035
42,645.6294171733352,0.460497900610494,0.9527543916519787
43,645.2981578778454,0.45986203109525264,0.951438823995673
44,644.9637865884142,0.45922199921649287,0.9501145207922299
45,644.6264026440952,0.4585776377280126,0.9487813860824301
46,644.2859116500804,0.4579287799532495,0.9474389762800721
47,643.9420257335623,0.45727525979465894,0.9460868492739254
48,643.5948444614187,0.4566169117434356,0.9447247961888972
49,643.24437057403,0.45595368846046164,0.9433526090035687
50,642.8900265021696,0.45528530790162064,0.9419697334674881
51,642.5322990028653,0.45461178248042416,0.9405761953040361
52,642.1708043084109,0.45393289009499155,0.9391715583469742
53,641.8054490422983,0.4532485266772786,0.9377556189202207
54,641.4364298139844,0.4525586471960215,0.9363282896374336
55,641.0631703633262,0.4518630313548045,0.9348891379217008
56,640.6860607127637,0.45116157665604534,0.933437848049735
57,640.3046217168592,0.4504542395289737,0.9319743358157808
58,639.9192433385506,0.44974080157226887,0.9304982876764178
59,639.5292539514232,0.4490212786169366,0.9290096212791921
60,639.1351400777094,0.44829539519332867,0.9275077957163946
61,638.7361343637203,0.44756316814201297,0.9259928458294873
62,638.3328197818228,0.44682432349473133,0.9244642336998368
63,637.9249114876293,0.44607887914219946,0.9229218817462337
64,637.5122213739814,0.445326678860882,0.9213655987076701
65,637.0946579241574,0.44456756719628926,0.9197950801404318
66,636.6721298059019,0.44380144747435674,0.9182100231601142
67,636.2446420967499,0.4430282236174207,0.9166102406016174
68,635.8121037467536,0.4422476843639742,0.914995318455855
69,635.3742315883428,0.44145985085622214,0.9133653004770537
70,634.9312235305697,0.44066457107853124,0.9117198893901026
71,634.4828929290852,0.4398616938636224,0.9100587896125527
72,634.0291495341953,0.43905112659431517,0.9083817072864839
73,633.5697112681955,0.4382327773193614,0.9066885773336397
74,633.1047764685391,0.4374064971871803,0.9049789953966327
75,632.6340635279339,0.4365722532992322,0.9032530125452674
76,632.1575790844543,0.43572989830431846,0.9015102276413565
77,631.6751381093634,0.43487928578713303,0.8997503549297257
78,631.1867476308871,0.43402044234837256,0.8979734494553251
79,630.692414766658,0.4331531083886166,0.8961788897411831
80,630.1918594355232,0.43227731194519947,0.8943669595358337
81,629.6851850045498,0.4313928526365392,0.8925370413193754
82,629.1719206715388,0.4304997026935173,0.8906890835135073
